Province,City,Date,Water_Temperature_C,pH,Dissolved_Oxygen_mg_L,Conductivity_uS_cm,Turbidity_NTU,Nitrate_mg_L,Nitrite_mg_L,Ammonia_N_mg_L,Total_Phosphorus_mg_L,Total_Nitrogen_mg_L,COD_mg_L,BOD_mg_L,Heavy_Metals_Pb_ug_L,Heavy_Metals_Cd_ug_L,Heavy_Metals_Hg_ug_L,Coliform_Count_CFU_100mL,Water_Quality_Index
Yunnan,Kunming,2023-06-14,18.15,7.07,4.45,540.87,1.83,2.62,0.005,0.74,0.057,2.66,19.24,3.3,6.86,0.86,0.07,95.0,55.0
Beijing,Beijing,2023-06-01,20.8,7.25,10.23,644.85,1.11,2.76,0.015,0.44,0.074,2.75,11.66,2.67,5.15,0.8,0.07,106.0,63.333333333333336
Hubei,Yichang,2023-10-30,12.52,6.67,7.83,355.04,1.56,2.47,0.007,0.52,0.12,2.96,20.93,4.2,3.37,0.8,0.16,93.0,53.25008333333333
Shanghai,Shanghai,2023-06-13,24.06,6.43,9.64,653.79,1.88,2.33,0.005,0.46,0.114,3.83,23.62,3.14,8.39,0.51,0.09,92.0,59.250750000000004
Guangdong,Guangzhou,2023-11-30,25.62,6.83,9.13,398.03,18.86,1.57,0.019,0.56,0.109,2.2,17.8,5.68,4.02,0.5,0.1,103.0,58.333333333333336
Jiangsu,Nanjing,2023-09-07,17.49,7.843000000000001,8.59,524.216,7.381,1.815,0.0121,0.924,0.09350000000000001,4.191000000000001,27.489,4.851000000000001,6.501,0.24200000000000002,0.12100000000000001,113.30000000000001,46.99300833333333
Sichuan,Mianyang,2023-05-06,16.18,7.02,9.37,479.07,4.39,1.14,0.023,0.66,0.087,3.55,23.21,6.14,3.5,0.67,0.05,98.0,58.333333333333336
Hubei,Wuhan,2023-10-04,17.25,8.173,7.23,545.006,1.9690000000000003,1.815,0.022000000000000002,0.7260000000000001,0.10890000000000001,3.443,19.932000000000002,6.325,3.2560000000000002,0.396,0.08800000000000001,97.9,57.743925
Guangdong,Guangzhou,2023-02-05,23.95,7.17,9.14,596.82,0.59,1.5,0.009,0.52,0.017,1.93,22.66,5.05,4.07,0.37,0.15,116.0,63.333333333333336
Hubei,Yichang,2023-05-08,20.43,5.89,7.54,414.86,4.03,1.3,0.02,0.58,0.142,3.09,20.82,3.61,8.18,0.28,0.12,105.0,52.752250000000004
Guangdong,Shenzhen,2023-08-30,17.91,6.85,9.95,591.85,3.62,1.86,0.024,0.34,0.086,3.05,12.36,2.58,6.2,0.47,0.07,92.0,63.333333333333336
Zhejiang,Ningbo,2023-01-21,25.11,8.04,4.83,312.01,3.89,2.54,0.031,0.5,0.035,3.51,18.79,4.55,9.44,0.55,0.05,86.0,53.113
Shanghai,Shanghai,2023-02-07,15.02,7.33,9.72,476.54,1.14,0.66,0.023,0.49,0.062,4.01,24.79,2.9,6.68,0.75,0.11,110.0,63.333333333333336
Guangdong,Shenzhen,2023-03-10,25.48,6.69,5.36,479.7,9.65,1.95,0.03,0.46,0.065,2.86,24.7,4.5,5.09,0.54,0.07,82.0,53.30558333333334
Yunnan,Dali,2023-01-07,10.62,8.041,6.73,419.133,2.563,2.101,0.015400000000000002,0.935,0.0946,4.0040000000000004,27.324,4.1690000000000005,10.142000000000001,0.6050000000000001,0.198,89.10000000000001,44.776891666666664
Hubei,Wuhan,2023-09-09,23.52,8.129,8.17,705.155,0.8360000000000001,2.7940000000000005,0.038500000000000006,0.396,0.1386,3.3880000000000003,21.351000000000003,4.796000000000001,5.984000000000001,0.671,0.18700000000000003,115.50000000000001,51.19935833333333
Shanghai,Shanghai,2023-09-10,14.84,7.2,11.62,478.2,1.58,1.68,0.01,0.35,0.066,3.43,19.22,2.63,5.06,0.54,0.08,96.0,65.0
Beijing,Beijing,2023-02-23,16.71,7.43,5.82,589.02,13.99,1.29,0.031,0.34,0.07,2.49,23.51,2.47,6.24,0.71,0.13,109.0,53.13908333333334
Guangdong,Shenzhen,2023-11-22,21.3,6.73,5.98,303.74,0.16,1.83,0.025,0.39,0.103,2.38,25.82,4.67,4.42,0.41,0.13,102.0,55.0
Zhejiang,Ningbo,2023-09-10,23.78,7.31,5.97,475.59,0.11,2.61,0.014,0.14,0.132,2.4,23.46,5.33,6.26,0.71,0.2,104.0,51.666666666666664
Sichuan,Mianyang,2023-05-07,20.72,7.01,7.3,656.34,6.14,1.32,0.014,0.64,0.108,2.9,22.8,2.53,5.28,0.72,0.13,106.0,53.333333333333336
Shandong,Qingdao,2023-08-08,29.77,6.75,5.88,648.17,14.21,2.0,0.007,0.72,0.154,2.34,24.34,4.4,2.96,0.26,0.12,106.0,53.333333333333336
Sichuan,Mianyang,2023-03-17,18.32,7.17,11.11,585.4,9.11,1.51,0.051,0.28,0.084,2.17,22.69,4.15,6.53,0.15,0.16,78.0,63.333333333333336
Jiangsu,Nanjing,2023-07-06,20.98,7.282000000000001,5.74,618.4970000000001,10.934000000000001,2.112,0.0242,0.35200000000000004,0.165,3.4540000000000006,22.407000000000004,5.7090000000000005,5.236,0.5060000000000001,0.08800000000000001,121.00000000000001,48.333333333333336
Henan,Zhengzhou,2023-06-27,18.97,6.63,7.65,345.14,1.56,1.15,0.015,0.38,0.153,2.49,16.19,3.62,3.84,0.77,0.04,80.0,64.80575
Hubei,Yichang,2023-07-18,17.94,6.54,7.94,415.16,1.8,2.68,0.023,0.55,0.047,2.42,20.09,2.57,6.56,0.33,0.1,99.0,59.556000000000004
Beijing,Beijing,2023-05-09,19.42,6.68,11.48,467.88,4.27,2.56,0.027,0.42,0.14,3.61,20.68,2.82,4.0,0.84,0.1,100.0,59.944500000000005
Yunnan,Kunming,2023-05-18,24.76,6.82,4.59,407.55,3.03,1.75,0.023,0.55,0.037,2.82,33.42,2.77,6.32,0.08,0.14,105.0,58.333333333333336
Hubei,Yichang,2023-03-10,17.06,6.58,6.78,446.09,8.74,2.19,0.018,0.51,0.122,2.82,15.02,3.47,7.39,0.52,0.06,112.0,54.667
Yunnan,Dali,2023-04-30,14.49,8.074,8.82,516.142,1.584,2.365,0.026400000000000003,0.8470000000000001,0.14740000000000003,3.2230000000000003,15.488000000000001,3.619,4.928000000000001,0.7370000000000001,0.11000000000000001,81.4,56.35198333333333
Beijing,Beijing,2023-05-15,21.46,6.91,3.52,287.93,7.15,1.98,0.008,0.89,0.03,3.59,18.17,3.4,2.78,0.98,0.11,116.0,55.0
Hubei,Yichang,2023-03-29,9.58,7.86,7.43,528.73,0.13,1.22,0.017,0.55,0.055,2.59,17.27,5.22,4.03,0.79,0.07,87.0,61.94583333333333
Shanghai,Shanghai,2023-04-29,23.43,7.92,7.65,566.87,0.34,2.77,0.021,0.36,0.04,3.25,20.98,4.7,2.08,0.27,0.16,114.0,58.446000000000005
Zhejiang,Ningbo,2023-10-15,24.38,7.74,6.79,477.05,2.92,1.59,0.007,0.41,0.042,2.45,21.49,3.94,5.97,0.17,0.1,99.0,62.27883333333333
Beijing,Beijing,2023-01-20,22.33,7.76,6.1,674.74,2.57,1.86,0.026,0.28,0.146,2.75,17.54,3.16,1.23,0.55,0.19,93.0,62.223333333333336
Zhejiang,Hangzhou,2023-08-19,13.16,7.99,9.82,510.58,2.11,2.43,0.033,0.88,0.14,2.89,24.3,4.47,6.01,0.54,0.05,99.0,56.58508333333333
Hubei,Wuhan,2023-03-12,27.58,8.030000000000001,8.14,526.658,4.18,1.2429999999999999,0.0286,0.539,0.1353,3.058,21.197000000000003,4.543,4.840000000000001,0.22000000000000003,0.099,113.30000000000001,58.14075
Zhejiang,Ningbo,2023-06-28,25.41,6.76,7.81,632.58,2.16,2.58,0.015,0.28,0.068,2.97,15.74,5.23,4.87,0.39,0.03,110.0,61.666666666666664
Sichuan,Chengdu,2023-02-19,10.65,7.4910000000000005,8.38,599.412,4.1690000000000005,2.189,0.0165,0.29700000000000004,0.09240000000000001,3.3880000000000003,22.297,6.292,6.6000000000000005,0.517,0.066,94.60000000000001,57.96980833333333
Zhejiang,Ningbo,2023-10-08,17.07,7.11,9.43,295.01,2.58,2.2,0.024,0.19,0.169,2.77,18.56,2.93,1.43,0.73,0.16,81.0,63.333333333333336
Zhejiang,Hangzhou,2023-05-08,21.59,6.83,7.81,447.07,0.92,2.08,0.03,0.5,0.021,3.18,18.72,5.37,7.86,0.79,0.07,101.0,58.333333333333336
Beijing,Beijing,2023-04-17,23.88,7.28,8.47,475.15,3.89,1.88,0.032,0.65,0.089,3.33,17.63,6.35,-0.33,0.63,0.01,95.0,63.333333333333336
Beijing,Beijing,2023-11-22,19.53,7.21,6.27,627.95,5.56,2.67,0.015,0.51,0.083,3.64,25.44,4.44,2.7,0.36,0.05,101.0,58.333333333333336
Yunnan,Dali,2023-03-04,18.5,7.040000000000001,8.78,577.6650000000001,0.48400000000000004,1.7380000000000002,0.0198,0.29700000000000004,0.1287,3.091,19.206000000000003,3.7510000000000003,5.269,0.5720000000000001,0.07700000000000001,106.7,65.0
Shanghai,Shanghai,2023-02-26,19.55,6.98,4.54,649.49,18.21,1.13,0.023,0.3,0.147,2.88,23.9,3.37,5.14,0.74,0.09,110.0,55.0
Zhejiang,Hangzhou,2023-12-22,19.45,6.55,9.68,463.08,0.44,2.34,0.012,0.5,0.067,2.03,16.62,4.67,0.26,0.55,0.04,110.0,67.91708333333334
Shandong,Qingdao,2023-07-13,17.7,6.65,5.69,324.82,5.69,2.78,0.011,0.61,0.043,3.26,18.37,3.69,6.22,0.41,0.03,92.0,54.861250000000005
Jiangsu,Suzhou,2023-01-28,24.89,7.26,5.79,466.92,6.7,2.7,0.009,0.42,0.09,3.3,25.58,5.05,5.45,0.44,0.01,103.0,51.666666666666664
Henan,Zhengzhou,2023-10-31,23.56,6.06,7.26,543.73,13.62,2.46,0.025,0.79,0.115,3.33,16.38,4.59,4.21,0.41,0.14,105.0,46.55733333333333
Hubei,Yichang,2023-11-19,23.68,7.89,4.69,447.56,7.32,2.36,0.01,0.62,0.034,2.6,23.55,5.07,5.65,0.44,-0.01,118.0,51.86258333333333
Sichuan,Mianyang,2023-07-18,14.65,7.96,5.44,518.95,1.75,2.11,0.021,0.82,0.198,2.61,20.0,4.2,3.4,0.63,0.09,97.0,55.001666666666665
Henan,Luoyang,2023-08-16,21.14,6.6770000000000005,9.21,582.8020000000001,8.646,2.849,0.0352,0.528,0.12430000000000001,3.6630000000000003,15.741000000000001,5.731000000000001,9.317000000000002,0.803,0.044000000000000004,112.2,51.60284166666667
Guangdong,Shenzhen,2023-01-10,21.16,7.32,7.57,412.7,6.53,1.81,0.023,0.24,0.062,3.01,18.5,4.61,10.53,0.52,0.06,96.0,56.666666666666664
Hubei,Yichang,2023-09-03,18.35,6.89,6.74,471.2,0.97,1.98,0.023,0.71,0.105,2.72,25.07,3.18,1.73,0.74,0.16,94.0,58.333333333333336
Guangdong,Guangzhou,2023-08-31,21.08,6.49,10.2,606.14,7.0,2.0,0.031,0.65,0.172,2.77,11.31,5.05,5.7,0.44,0.09,127.0,54.41725
Guangdong,Guangzhou,2023-09-18,25.61,8.16,8.39,409.59,3.93,2.33,0.007,0.89,0.099,2.58,14.6,4.84,5.48,0.57,0.16,107.0,51.11333333333334
Zhejiang,Ningbo,2023-06-17,13.17,6.93,9.01,679.64,2.22,1.81,0.018,0.65,0.151,3.61,14.13,5.43,3.84,0.05,0.04,119.0,66.66666666666667
Shanghai,Shanghai,2023-09-05,22.14,7.04,6.81,483.44,2.07,1.37,0.02,0.09,0.066,2.54,18.8,3.79,6.92,0.82,0.04,98.0,63.333333333333336
Shanghai,Shanghai,2023-02-20,22.0,7.07,7.85,380.47,4.6,1.1,0.035,0.33,0.082,2.44,18.21,3.16,6.35,0.52,0.07,103.0,60.0
Guangdong,Shenzhen,2023-07-12,25.53,6.72,6.37,507.81,4.17,1.9,0.028,0.35,0.078,2.89,14.25,3.24,5.35,0.74,0.12,83.0,58.333333333333336
Yunnan,Kunming,2023-08-05,22.46,7.28,8.39,490.12,0.66,2.28,0.012,0.48,0.075,4.32,22.66,4.19,5.95,0.78,0.1,123.0,58.333333333333336
Yunnan,Dali,2023-08-30,16.63,7.48,11.98,458.46900000000005,2.64,2.277,0.015400000000000002,0.49500000000000005,0.15400000000000003,3.1350000000000002,14.025,4.763000000000001,8.162,0.803,0.07700000000000001,112.2,58.00033333333334
Jiangsu,Suzhou,2023-02-10,22.33,7.67,9.04,490.21,3.89,1.33,0.025,0.72,0.197,3.7,22.77,2.46,5.26,0.38,0.11,98.0,62.473083333333335
Yunnan,Dali,2023-05-21,17.61,7.007000000000001,7.74,488.33400000000006,3.9380000000000006,0.8910000000000001,0.0187,0.5060000000000001,0.1199,2.9040000000000004,22.055000000000003,4.543,3.883,0.77,0.12100000000000001,112.2,53.333333333333336
Yunnan,Kunming,2023-03-11,20.88,6.33,7.18,513.19,14.59,1.76,0.028,0.17,0.106,3.16,20.66,3.67,2.98,0.34,0.11,104.0,58.97325
Henan,Zhengzhou,2023-02-09,18.19,6.97,5.98,448.48,0.52,2.06,0.025,0.32,0.157,2.3,17.17,4.62,7.08,0.22,0.23,117.0,55.0
Henan,Zhengzhou,2023-04-21,25.9,6.69,8.09,505.12,1.27,1.24,0.003,0.38,0.154,2.72,28.0,5.2,5.57,0.57,0.11,80.0,61.63891666666667
Yunnan,Dali,2023-05-27,26.4,6.479,9.01,275.737,31.141000000000002,2.4200000000000004,0.013200000000000002,0.33,0.0946,4.048000000000001,15.576000000000002,1.5070000000000003,4.356,0.803,0.011000000000000001,112.2,59.38672499999999
Sichuan,Chengdu,2023-02-06,30.48,8.58,9.36,460.636,0.14300000000000002,2.8600000000000003,0.015400000000000002,0.198,0.1342,3.6410000000000005,31.779000000000003,5.126,7.3260000000000005,0.49500000000000005,0.24200000000000002,95.7,51.6145
Yunnan,Kunming,2023-06-07,21.73,8.26,4.32,496.77,6.63,2.03,0.016,0.32,0.097,3.43,30.6,4.58,-0.02,0.49,0.1,102.0,52.5025
Jiangsu,Suzhou,2023-06-09,18.51,7.66,8.64,519.41,4.24,1.71,0.012,0.37,0.063,3.26,10.83,2.44,8.73,0.35,0.11,84.0,64.1675
Jiangsu,Nanjing,2023-03-07,16.52,7.194000000000001,10.48,506.41800000000006,0.07700000000000001,2.9370000000000003,0.0352,0.528,0.165,4.345000000000001,26.147000000000002,4.928000000000001,5.940000000000001,0.6930000000000001,0.08800000000000001,84.7,58.333333333333336
Beijing,Beijing,2023-08-31,15.88,6.64,12.1,500.07,1.37,2.4,0.028,0.34,0.015,3.28,20.94,5.0,3.6,0.65,0.15,128.0,56.500166666666665
Shandong,Qingdao,2023-06-01,25.97,7.45,5.25,535.15,3.51,1.66,0.002,0.76,0.138,2.75,12.91,3.17,3.72,0.52,0.1,96.0,59.750249999999994
Yunnan,Dali,2023-09-07,18.3,7.909000000000001,7.75,600.3580000000001,2.277,2.189,0.0143,0.48400000000000004,0.08470000000000001,3.8500000000000005,18.777,3.9820000000000007,7.073,0.42900000000000005,0.132,115.50000000000001,51.80985833333333
Sichuan,Mianyang,2023-01-12,20.8,8.11,7.28,427.19,8.11,1.94,0.023,0.74,0.139,3.41,17.87,4.4,3.56,0.67,0.16,92.0,49.585416666666674
Guangdong,Shenzhen,2023-03-13,20.37,6.92,10.38,491.63,2.42,2.17,0.017,0.23,0.111,3.05,29.03,3.14,9.59,0.58,0.12,106.0,58.333333333333336
Hubei,Yichang,2023-10-17,26.09,7.53,9.74,468.49,6.46,1.89,0.011,0.51,0.109,2.31,23.97,5.0,3.54,0.3,0.08,96.0,59.52824999999999
Shandong,Jinan,2023-09-22,25.06,6.92,14.49,730.79,0.74,2.11,0.014,0.19,0.187,3.7,18.09,4.51,4.03,0.3,0.19,99.0,66.66666666666667
Sichuan,Mianyang,2023-07-29,9.91,7.07,9.59,487.79,2.12,1.3,0.016,0.6,0.134,3.07,18.56,3.88,6.48,0.51,0.05,95.0,65.0
Yunnan,Kunming,2023-10-02,17.07,7.16,10.51,455.18,2.09,2.95,0.014,0.73,0.101,2.89,27.52,3.99,5.59,0.55,0.02,84.0,58.333333333333336
Hubei,Wuhan,2023-08-10,23.32,7.392,10.0,495.26400000000007,0.0,1.617,0.013200000000000002,0.6050000000000001,0.0374,2.9370000000000003,12.848,5.412,4.840000000000001,0.55,0.165,104.50000000000001,63.24453333333333
Zhejiang,Hangzhou,2023-07-01,19.25,6.84,5.91,382.78,0.9,1.81,0.023,0.32,0.116,3.24,17.66,3.2,5.17,0.46,0.11,112.0,61.666666666666664
Zhejiang,Hangzhou,2023-06-23,19.18,7.11,6.01,398.41,2.37,2.47,-0.002,0.6,0.057,2.74,15.51,5.45,5.03,0.66,0.17,88.0,51.666666666666664
Zhejiang,Ningbo,2023-06-13,13.68,6.1,7.23,487.63,0.99,2.28,0.019,0.58,0.073,3.66,17.17,5.2,2.05,0.42,0.08,114.0,61.66833333333333
Shanghai,Shanghai,2023-05-12,18.99,6.74,10.07,357.7,2.2,2.15,0.009,0.41,0.159,2.86,18.31,3.22,2.95,0.74,0.18,106.0,61.666666666666664
Zhejiang,Ningbo,2023-02-06,19.25,6.28,6.95,549.37,0.58,1.84,0.028,0.28,0.157,3.07,17.11,3.4,2.23,0.39,0.09,116.0,68.8345
Zhejiang,Hangzhou,2023-01-22,18.14,6.64,8.64,665.36,10.79,2.77,0.044,0.41,0.079,2.88,22.98,5.33,3.69,0.58,0.09,107.0,53.16683333333333
Shanghai,Shanghai,2023-09-25,12.34,6.9,8.6,517.55,2.76,2.15,0.019,0.38,-0.045,3.35,18.74,5.51,5.8,0.39,0.15,98.0,60.0
Beijing,Beijing,2023-06-28,26.97,7.36,8.86,537.96,2.51,1.94,0.014,0.39,0.197,2.63,26.46,2.86,5.98,0.56,0.18,90.0,56.666666666666664
Shandong,Jinan,2023-08-25,12.5,6.95,7.83,554.83,3.22,2.03,0.029,0.3,0.142,2.48,19.27,4.75,2.63,0.54,0.16,88.0,60.0
Henan,Zhengzhou,2023-12-19,24.44,7.38,8.12,538.83,2.09,1.71,0.022,0.7,0.073,2.18,27.53,5.16,4.83,0.67,0.08,84.0,54.944500000000005
Jiangsu,Nanjing,2023-04-10,18.6,6.996000000000001,9.03,458.22700000000003,4.213,1.562,0.027500000000000004,0.6930000000000001,0.006600000000000001,3.531,26.84,5.049,5.313000000000001,0.627,0.12100000000000001,111.10000000000001,51.666666666666664
Sichuan,Mianyang,2023-01-28,16.96,7.18,8.62,311.04,4.16,1.42,0.023,0.79,0.025,3.04,20.62,2.73,5.76,0.72,0.18,103.0,55.0
Shanghai,Shanghai,2023-05-01,21.21,5.96,9.11,445.18,1.03,1.94,0.012,0.35,0.197,3.22,11.49,4.55,4.61,0.5,0.14,95.0,59.613166666666665
Beijing,Beijing,2023-11-04,9.61,6.84,11.29,536.06,3.32,3.2,0.024,0.48,0.02,2.62,19.37,3.28,3.78,0.82,0.1,80.0,66.66666666666667
Yunnan,Kunming,2023-07-10,19.6,6.71,7.04,569.62,2.74,1.97,0.014,0.84,0.192,2.38,14.39,3.72,3.37,0.54,0.08,113.0,60.0
Yunnan,Kunming,2023-10-20,24.31,6.29,5.7,216.09,7.09,1.52,0.008,0.67,0.098,3.46,31.02,3.23,2.54,0.54,0.16,100.0,52.19558333333333
Guangdong,Shenzhen,2023-09-08,19.48,7.2,6.52,518.13,5.75,2.06,0.027,0.54,0.049,2.75,27.13,4.33,6.68,0.55,0.14,87.0,51.666666666666664
Shanghai,Shanghai,2023-06-13,20.95,7.15,5.62,605.4,1.02,1.92,0.036,0.61,0.034,2.95,18.77,2.83,4.79,0.44,0.08,108.0,61.666666666666664
Shandong,Jinan,2023-01-28,26.56,6.89,9.72,507.98,2.45,1.91,0.022,0.53,0.121,3.28,19.13,3.09,2.56,0.7,0.14,118.0,60.0
Shanghai,Shanghai,2023-08-11,19.34,7.04,5.0,422.12,1.82,2.61,0.015,0.71,0.091,2.66,14.53,3.41,7.84,0.28,0.21,107.0,53.333333333333336
Shandong,Qingdao,2023-03-11,18.79,6.05,7.09,396.02,2.55,2.06,0.014,0.84,0.15,3.85,16.6,4.14,-0.24,0.44,0.1,98.0,61.529583333333335
Shandong,Qingdao,2023-04-13,23.09,7.82,8.76,531.17,3.05,0.82,0.015,0.35,0.098,1.9,26.6,3.75,5.64,0.54,0.16,100.0,55.390166666666666
Henan,Luoyang,2023-05-22,17.84,8.14,7.41,522.8960000000001,1.9470000000000003,2.112,0.038500000000000006,0.41800000000000004,0.08360000000000001,3.5530000000000004,21.043,2.9370000000000003,5.368,0.528,0.165,85.80000000000001,54.502166666666675
Beijing,Beijing,2023-02-19,15.77,6.71,7.04,535.95,3.15,1.35,0.039,0.47,0.147,2.15,33.19,4.89,4.49,0.44,0.14,103.0,53.333333333333336
Shandong,Jinan,2023-04-01,4.96,7.29,8.49,390.98,1.66,1.66,0.004,0.34,0.107,2.9,14.13,2.3,5.15,0.38,0.09,121.0,65.0
Yunnan,Kunming,2023-07-31,20.23,7.28,11.71,451.82,6.61,2.99,0.043,0.26,0.083,4.26,19.8,4.24,1.96,0.53,0.2,96.0,61.666666666666664
Beijing,Beijing,2023-09-01,12.18,6.41,10.87,465.27,3.31,2.18,0.034,0.71,0.073,2.62,16.39,2.28,5.06,-0.08,0.13,113.0,65.86191666666667
Henan,Luoyang,2023-11-27,21.17,8.272,6.33,706.6950000000002,0.539,0.9570000000000001,0.0121,0.462,0.13970000000000002,2.8820000000000006,15.147,2.321,4.191000000000001,0.9790000000000001,0.12100000000000001,102.30000000000001,62.4692
Shandong,Jinan,2023-08-06,19.34,6.74,5.28,392.03,3.38,1.5,0.014,0.24,-0.006,3.14,20.23,4.78,2.78,0.65,0.18,84.0,58.333333333333336
Sichuan,Chengdu,2023-05-16,27.55,8.030000000000001,9.02,502.6670000000001,0.165,2.123,0.0352,0.451,0.0913,2.9920000000000004,15.840000000000002,5.291,10.307,0.462,0.07700000000000001,101.2,58.14075
Shanghai,Shanghai,2023-07-05,15.13,7.35,5.39,340.21,18.74,1.43,0.011,0.81,0.102,3.05,20.53,5.39,2.91,0.42,0.09,106.0,53.333333333333336
Yunnan,Dali,2023-01-20,26.1,7.106000000000001,6.47,663.993,9.185,1.9470000000000003,0.0022,0.759,0.1705,3.8940000000000006,30.822000000000003,4.862,8.921,0.5060000000000001,0.011000000000000001,104.50000000000001,48.333333333333336
Sichuan,Chengdu,2023-10-27,29.74,8.261000000000001,6.69,553.003,1.4630000000000003,1.122,0.020900000000000002,0.55,0.036300000000000006,2.662,17.347,3.19,5.258000000000001,0.41800000000000004,0.132,119.9,59.16639166666666
Shandong,Jinan,2023-11-21,21.54,6.59,8.55,619.55,5.2,2.86,-0.005,0.52,0.084,2.94,15.98,4.4,1.38,0.58,0.06,109.0,59.69475
Jiangsu,Suzhou,2023-04-06,8.14,8.02,8.59,422.35,10.12,2.21,0.031,0.42,0.069,3.29,19.25,5.12,5.74,0.38,0.12,107.0,53.1685
Sichuan,Chengdu,2023-04-29,15.5,7.172,10.16,653.708,9.955000000000002,2.9370000000000003,0.036300000000000006,0.627,0.06160000000000001,3.003,21.604000000000003,5.588000000000001,4.4990000000000006,0.47300000000000003,0.20900000000000002,86.9,51.666666666666664
Shandong,Qingdao,2023-09-20,21.0,7.3,8.52,305.04,0.34,1.97,0.022,0.06,0.083,3.56,26.33,3.01,6.84,0.35,0.08,105.0,65.0
Yunnan,Dali,2023-03-21,11.09,6.468,8.45,488.224,9.471,1.9470000000000003,0.0055000000000000005,0.6160000000000001,0.023100000000000002,3.1790000000000003,28.479000000000003,5.06,1.045,0.5940000000000001,0.08800000000000001,112.2,54.3562
Henan,Zhengzhou,2023-02-01,25.75,7.15,10.54,528.87,1.98,2.55,0.003,0.65,0.17,3.78,22.6,2.94,6.26,0.33,0.08,87.0,61.666666666666664
Yunnan,Kunming,2023-06-07,20.54,7.19,8.65,628.38,4.82,2.35,0.03,0.63,0.122,3.45,13.16,4.2,4.84,0.52,0.08,89.0,61.666666666666664
Henan,Zhengzhou,2023-03-01,19.83,6.2,8.84,442.21,3.47,1.38,0.027,0.59,0.056,3.73,22.7,3.49,1.28,0.55,0.1,94.0,63.612500000000004
Hubei,Yichang,2023-10-14,12.08,7.21,7.57,537.94,11.31,2.15,0.013,0.49,0.124,3.08,21.9,3.07,3.82,0.39,0.09,88.0,60.0
Sichuan,Chengdu,2023-05-28,17.91,7.8870000000000005,8.7,451.2420000000001,1.2100000000000002,2.9370000000000003,0.007700000000000001,0.9790000000000001,0.1331,3.8720000000000003,30.074,5.4670000000000005,5.258000000000001,0.8140000000000001,0.12100000000000001,116.60000000000001,46.87090833333334
Sichuan,Chengdu,2023-06-26,23.71,7.348,8.43,516.6260000000001,13.255000000000003,3.036,0.006600000000000001,0.17600000000000002,0.0033000000000000004,3.883,17.743000000000002,4.543,5.247,0.35200000000000004,0.15400000000000003,89.10000000000001,56.666666666666664
Sichuan,Chengdu,2023-09-22,26.97,8.162,9.75,443.718,0.15400000000000003,2.9920000000000004,0.006600000000000001,0.6160000000000001,0.09350000000000001,3.6850000000000005,15.312000000000001,6.1930000000000005,1.9580000000000002,0.49500000000000005,0.132,100.10000000000001,56.10778333333334
Shanghai,Shanghai,2023-04-02,27.26,7.01,6.81,470.08,1.59,1.78,0.032,0.45,0.067,3.01,20.52,2.81,4.4,0.43,0.09,79.0,63.333333333333336
Hubei,Yichang,2023-11-18,19.97,7.39,7.62,619.31,6.17,1.62,0.025,0.77,0.031,2.9,16.95,4.14,5.02,0.77,0.09,98.0,56.583416666666665
Sichuan,Chengdu,2023-01-23,18.92,8.217,11.27,694.287,2.9700000000000006,1.793,0.0143,0.35200000000000004,0.17270000000000002,2.607,22.121000000000002,4.103000000000001,7.777000000000001,0.42900000000000005,0.132,112.2,52.621825
Shanghai,Shanghai,2023-06-30,19.92,6.95,7.09,672.62,6.59,2.34,0.014,0.23,0.121,3.32,13.42,3.69,7.4,0.62,0.08,105.0,56.666666666666664
Beijing,Beijing,2023-08-02,22.62,6.39,3.97,216.77,4.17,2.87,0.016,0.45,0.232,2.92,13.13,4.28,4.65,0.57,0.09,101.0,54.13974999999999
Shanghai,Shanghai,2023-09-29,18.42,6.53,8.49,419.77,2.96,1.65,0.027,0.44,0.042,3.1,22.0,4.56,-0.24,0.25,0.15,102.0,59.52824999999999
Yunnan,Kunming,2023-07-21,22.4,6.47,9.65,403.73,7.5,2.52,0.036,0.27,0.061,3.45,25.65,3.33,3.51,0.37,0.02,92.0,61.028416666666665
Zhejiang,Hangzhou,2023-04-16,19.59,7.12,9.9,552.69,0.79,2.22,0.015,0.4,0.106,2.25,24.8,5.29,3.75,0.42,0.16,122.0,56.666666666666664
Yunnan,Dali,2023-11-26,24.78,7.678000000000001,6.78,615.1750000000001,8.998000000000001,1.9470000000000003,0.030800000000000004,0.5830000000000001,0.04510000000000001,4.3340000000000005,27.379,4.444000000000001,4.8950000000000005,0.5940000000000001,0.14300000000000002,122.10000000000001,47.45088333333333
Yunnan,Dali,2023-12-23,19.6,5.9510000000000005,8.42,496.26500000000004,3.8500000000000005,2.156,0.0396,0.638,0.0572,3.3770000000000002,21.351000000000003,3.212,6.292,0.55,0.14300000000000002,90.2,52.921525
Sichuan,Mianyang,2023-02-17,22.59,7.25,8.0,541.48,3.03,1.72,0.024,0.9,0.201,2.92,15.87,4.58,4.26,0.58,0.07,85.0,60.0
Shandong,Jinan,2023-09-17,16.67,7.36,5.46,566.88,6.25,2.13,0.03,0.46,0.049,3.25,15.8,3.6,5.53,0.77,0.1,119.0,53.333333333333336
Shanghai,Shanghai,2023-10-19,8.4,7.39,7.95,620.25,3.19,2.6,0.02,0.43,0.158,2.95,9.54,2.49,5.84,0.49,0.17,95.0,59.91675
